"Inicio del informe","Fin del informe","Nombre del conjunto de anuncios","Entrega del conjunto de anuncios",Puja,"Tipo de puja","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Último cambio significativo","Configuración de atribución",Resultados,"Indicador de resultado",Alcance,Impresiones,"Costo por resultados","Importe gastado (COP)",Finalización,Inicio,"Artículos agregados al carrito","Artículos agregados al carrito en la app","Artículos agregados al carrito en el sitio web","Artículos agregados al carrito offline","Artículos agregados al carrito en Meta",Compras,"Compras en la app","Compras en el sitio web","Compras offline","Compras en Meta","Total de Compras","Clics (todos)","CTR (todos)","ROAS (retorno de la inversión en publicidad) de compras","ROAS (retorno de la inversión en publicidad) de compras en el sitio web","ROAS (retorno de la inversión en publicidad) de compras en la app","Tasa de Conversion  - Compras"
2025-06-01,2025-06-07,"CAMPAÑA ADVANTAGE Conjunto de anuncios",active,0,ABSOLUTE_OCPM,35000,Diario,2025-06-05T10:39:54-0500,"1 día tras clic, 1 día tras visualización o 1 día tras visualización activa",5,actions:offsite_conversion.fb_pixel_purchase,7102,18040,25792.6,128963,"En curso",2025-03-06,148,,148,,,5,,5,,,678737,289,1.601996,5.263037,5.263037,,0.03424658
